id,test_code,subject,content_domain,difficulty,question_type,review_status,reviewer,source_basis,duplicate_hash,stem_preview
5005-024,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,c11758b9107230fed5bdc2f406be589071a6a8961e1157e16a6a8920a772092b,What is the chemical formula for water?
5005-025,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,80a8a047a16870a21ac01eef060eb537985485f5f2fbe21a998c08f53e815036,Which force pulls objects toward Earth's center?
5005-026,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,658487309c990fe75ba9f21056d31eba6dd739e8ca0829ff8c7406620acbf787,A ball rolls down a hill and slows to a stop. What energy transformation occurred?
5005-027,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,c36eea71fa39bd7427e3b99f0b3f87bfbd4b6a6c79bcd75c3627365a9aa34dc9,Which assessment best measures a student's understanding of conservation of energy?
5005-028,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,5fde5d656654a43f086b578bcc0e8dd8eb330e09e2073937bb15769b04d91442,What type of energy is stored in a battery?
5005-029,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,f9436346b22bdb88f94cabf06e0c353460fd84bd98d3978c8a0cc35f34d49186,What happens to most materials when they are heated?
5005-030,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,e67b2206cdc79e30908766c51a17353c84b57a5452d19c7e1cbe644857caeb96,A student mixes baking soda and vinegar in a sealed bag. The bag inflates. Which explanation is corr
5002-031,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,f30bc8a51293789934210abcb85a3465ec7aeeb5c608560005c0958e477afa57,What is the main idea of a passage?
5002-032,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,e73a7ddaad7b3e4b21aae574be8336f59ce438539099483658b30c26b2bec69e,"In a persuasive essay, which element is essential to establish credibility?"
5002-033,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,b5653f03c813581f11c9c8d65824a4323f148f021da2e980861a2b8e4d89a8e9,Which approach best helps English learners access grade-level text?
5002-034,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,2d499610d8788b8583e208d9e88140a8d1ed3434bb9266c557307fbc3b1cba1c,What is the function of a topic sentence?
5002-035,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,102fca5103bc1df7216cd36ca8a8cf750e24500a6fcb42449b9444ed4dcd054d,Which type of text organization presents events in the order they happened?
5002-036,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,7cf1a67a883abb400c7134c6cdc13bad436bc8771086b67b04a9bac80576b8fe,"An author writes: 'The factory's smokestacks, like gray sentinels, dominated the skyline.' What is t"
5002-037,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,135008100447996eeb6c25c19b4d205bd71e253d448613ae07575d4a3e9af3c7,Students are learning to summarize. Which guidance is most effective?
5002-038,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,bb42486b71259c3fd63d5a758fb27fa10d17457edab671926f37a9a8dda8b3e4,What is the difference between fiction and nonfiction?
5002-039,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,07b3c5d12ff154571fe7232004ce60a296c2e9db7ce7bccf28088505d04d4fbb,A reader encounters an unfamiliar word 'photosynthesis' in a science text. Which strategy best helps
5002-040,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,f602c7b721f3dcd9e1498efb184161e0eeec1f787e5c3b1afbb286ac7ea54143,Which discussion protocol best develops students' ability to cite textual evidence?
5002-041,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,8ea81e1d2d2b3f6ba19a2f96f2eec8466c24e6fc77be17c6190a3d14d99145ec,What is a metaphor?
5002-042,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,f17e04107cd7080f063be12cbe5238d787bda90b859b7e209e4c80c6da9366ad,Why might an author use irony in a story?
5002-043,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,756c9a56f37d89ab2eb446f3e5fcf016f189d9c3b49a3beb9dc09dd8e8ce70c8,A student consistently misreads 'thought' as 'through.' Which intervention is most appropriate?
5002-044,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,cd62ffc856abf599a560ce6120eff4ba818aaa001722f1510c0c0a51270fefaa,What is the purpose of a conclusion in an informational text?
5002-045,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,b209d798511bb2f0ba73f4ba5fe270f9cf849ebd1fd8c37ef95fcce794fc553c,Which punctuation mark indicates possession?
5002-046,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,7c15ef8c8cca96a173ab1d4575af794a4013ee18f372d9e818ce6c34f696cebe,A passage argues that school uniforms reduce distractions. Which evidence would best support this cl
5002-047,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,ab046ed6def92674594c3d9018e80df6de61dc5090e4d20f121844879048c680,Which assessment best measures inferential comprehension?
5002-048,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,860e870f347342f1e049a5f2a8723f7a8bf871dddd6ae285f5d3979ae920eda3,What is the role of dialogue in a narrative?
5002-049,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,92c48e72a7787184c578453e6ca06b6375809d345693d40e0f6bcd87d1b6d914,Which signal word indicates cause and effect?
5002-050,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,e60ef8b075c31374c632e6ea8d88bc9e37b1f0f62a21863024eab4bdaebae979,A poem uses enjambment repeatedly. What effect does this create?
5002-051,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,ebb24f7279cba8d676a9e3d0b7cc591b5e8b9c1a1cdb639a70d2feea11b0dd96,Students need to compare two characters from different stories. Which organizer is most effective?
5002-052,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,6df79cbf90f7811b239176906f6d7f44296ee2b1c4f68d54b379c4caece5f7d3,What is the denotation of a word?
5002-053,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,81053a21ab6ab2a4a109fdf590d09ed4f5add0361d07ce3b972706d7403722fb,Why is point of view important in a narrative?
5002-054,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,dfa9dd3a51c8d9059f81d7ac4be2d87a41a5d1af092c015096ce6e1aec349a62,Which strategy best supports students who struggle with text cohesion?
5002-055,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,df9c76332902132e4d7b79ab91af6ccf4ad1f8032698c5e5068ece4ae278b5ab,What is the purpose of a diagram in an informational text?
5002-056,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,b7ee8837cfa73c2f497bdcdb7a2e268d7b2551a786e1a443324c13612590b40d,What is the purpose of a thesis statement?
5002-057,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,e3f14375950c241c076b341df69c947e5d5662e35a0ffb77a7845e3ac203aa97,Which sentence is written in the passive voice?
5002-058,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,7cc65dc58e5aeaec43212b356dcfbb14c2322c480dc6f4b1afd827b935b8cd8e,A student's writing lacks transitions between paragraphs. Which feedback is most useful?
5002-059,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,ccf2ffa11c28f9af6d973c70caeaf0ca7f0ebabd6d1bacdf48fdac8a0549cfe4,Which revision best improves the sentence: 'The research was done by us and the results were good'?
5002-060,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,cefa6953418416d8c42308b30ba1e7fd974db3f52ec7f0193edc15011ed84a52,What is a compound sentence?
5002-061,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,b3c77d8b44ba8e18831e3d5f496ce444d5e7ab0627f2f2dbbc0d2c669645b13f,Which modeling technique best shows students how to write a strong topic sentence?
5002-062,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,d189513437f0ad651eb1af00c3a7079cabaa2c6f358392f1dd1ae5d5c892b492,Which sentence demonstrates correct parallel structure?
5002-063,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,376fa67c44ced29198e00dbc96a57b61451a2fa4799ca9a1d7dc0016de5cd0f2,What is the difference between a clause and a phrase?
5002-064,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,d1cbdfbd24c3fdce81242bb75067a88ae98ea103e2686384acdbc9e3dd21dbaf,Which ending is appropriate for a formal email to a teacher?
5002-065,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,487d42bb82cba6301ce435eb3decaef5ce8eba4c8f97999bebcd88cdc69bf1dd,A student writes a persuasive piece that presents only one side of an issue. How should the teacher 
5002-066,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,5cb8b89f4b928d6a5cbf8a84e82417ef03c45a0a7464cd01724eab6556eb3919,What is the correct use of a semicolon?
5002-067,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,26334f0c75479e71e6f64219a3a8a06e35de1d7d0e88772c3e0cca57d03434bb,Which word is an adjective?
5002-068,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,da15c5c9d43ee0f4530242c22b4890368ff5fdd99666b1f1283b2cd38a3380c9,Which revision clearly indicates that Mike made the mistake in 'Tom told Mike that he made a mistake
5002-069,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,1f0c13d125db0f833a94b002e5f08226418aec72eb50307552ce086855b4fb85,Which peer review structure maximizes constructive feedback?
5002-070,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,78dbd9efd2a379ec5577f6ab11361524276c857da187789a3e30cc4fc59cd323,What is an abstract noun?
5002-071,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,00465f56e7814b6f320fffe91778795e2c897dbeba9541c5fbdc8bd29dbe6d17,Which punctuation ends a declarative sentence?
5002-072,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,09422a41959559e31a6fc598a1eafe7238373b36d3c89b0741daa52b3c0b3ff4,Which sentence demonstrates correct use of the subjunctive mood?
5002-073,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,65506a2988d069216c3b28b7f8efde84d79ad759b8a21b8e67d3fbd5da05c067,Students need to learn to vary sentence openings. Which activity is most effective?
5002-074,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,b2699c4f2dbdf26f62d87eb6412198c8517d8f0ab0710296430d9241b74a8d42,What is an antecedent?
5002-075,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,e1f7aa7766fd5c4327cbf7b615cbc46e135b18644a8eff0120b0b672812db5a9,Which phrase is an example of a dangling modifier?
5002-076,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,59011cafb878ef475133e9de89005bca7521550ac0eb70855a733ddc1a30186d,A multilingual writer uses correct grammar but writes in a style that seems 'formal' to native speak
5002-077,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,4893ef2c32ba74c7a3f3349fb054b6947e196a13fdd68ec0dbf1be82fb596286,What is the function of an interrupter?
5002-078,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,672acaa383478700fbba4b8002add217fbab04bbdbff190fa18b9f4c998f9de2,Which is a proper use of capitalization?
5002-079,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,3b5214f0473dd54b6d41bb15190f34af7908eaae1ff1b0e11450488dfe9ac0a0,"Which revision best fixes the faulty parallelism: 'The class enjoyed reading, to write, and painting"
5002-080,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,ce314643ab4f6578732eb6de3481a40a4af40a402c6b5f60ae4ca289c2e2f4e4,Which strategy best helps students edit for consistency in tense?
5002-081,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,eb9e1239b6a20d9ed288353cb76a5dde3a9fd4cb30ff170b9e2acadfc230df72,What is an interjection?
5002-082,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,5af95eb9c3f16d3014b916bcd8fde044ecdf6aab4f9578060a317c0726427656,Why is active voice generally preferred in academic writing?
